active_through,candidate_id,candidate_inactive,candidate_status,cycles,district,district_number,election_districts,election_years,federal_funds_flag,first_file_date,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,last_file_date,load_date,name,office,office_full,party,party_full,state
2020,H0WY00152,False,N,"[2020, 2022, 2024]",00,0.0,['00'],[2020],False,2020-07-10,False,,C,Challenger,2020-07-10,2020-07-10,2020-08-21T01:04:24,"ADALIA, ZOILO MR",H,House,DGR,DESERT GREEN PARTY,WY
2020,H0CA38173,False,N,"[2020, 2022, 2024]",38,38.0,['38'],[2020],False,2020-07-09,False,,C,Challenger,2020-07-09,2020-07-09,2020-08-21T01:04:24,"ADALIA, ZOILO MR",H,House,DGR,DESERT GREEN PARTY,CA
2020,P00016469,False,N,"[2020, 2022, 2024]",00,0.0,['00'],[2020],False,2020-07-04,False,,C,Challenger,2020-07-07,2020-07-07,2021-12-08T06:50:50,"ADALIA, ZOILO MR",P,President,DGR,DESERT GREEN PARTY,US
2024,P40019499,False,N,[2024],00,0.0,['00'],[2024],False,2024-03-08,False,,C,Challenger,2024-03-08,2024-03-08,2024-04-19T21:00:52,"ADAMCZYK, SELMA M",P,President,IND,INDEPENDENT,US
2018,H8MD03116,False,C,[2018],03,3.0,['03'],[2018],False,2017-11-10,True,,C,Challenger,2018-06-25,2018-06-25,2018-06-25T21:27:24,ADAM DAVIDSON DEMARCO,H,House,DEM,DEMOCRATIC PARTY,MD
2014,H8NC03043,False,P,"[2008, 2014, 2016]",03,3.0,"['03', '03']","[2008, 2014]",False,2007-04-09,True,,C,Challenger,2013-08-13,2013-08-13,2015-04-02T15:52:44,"ADAME, MARSHALL RICHARD",H,House,DEM,DEMOCRATIC PARTY,NC
1980,H0NC04014,False,P,[1980],04,4.0,['04'],[1980],False,1979-03-29,False,,,,1979-03-29,1980-01-18,2002-03-30T00:00:00,"ADAME, MARSHALL RICHARD",H,House,DEM,DEMOCRATIC PARTY,NC
1998,H6PA04078,False,P,"[1996, 1998, 2000]",04,4.0,"['04', '04']","[1996, 1998]",False,1995-12-04,True,,C,Challenger,1998-03-27,1998-03-27,2002-04-07T00:00:00,"ADAMETZ, PAUL T",H,House,REP,REPUBLICAN PARTY,PA
2000,H6CA47023,False,N,"[1996, 2000]",47,47.0,"['47', '47']","[1996, 2000]",False,2001-01-18,False,,C,Challenger,,2001-01-18,2002-04-07T00:00:00,"ADAM, IRIS",H,House,NLP,NATURAL LAW PARTY,CA
2010,H0FL17100,False,N,"[2010, 2012, 2014, 2016, 2018]",17,17.0,['17'],[2010],False,2009-06-26,False,,O,Open seat,2009-08-03,2009-08-03,2009-08-03T21:48:04,"ADAM, LEROY",H,House,DEM,DEMOCRATIC PARTY,FL
2000,H0CA43090,False,N,[2000],43,43.0,['43'],[2000],False,2001-01-12,False,,C,Challenger,,2001-01-12,2002-04-07T00:00:00,"ADAM, NAT",H,House,NLP,NATURAL LAW PARTY,CA
2024,H4NC12100,False,C,"[2014, 2016, 2018, 2020, 2022, 2024]",12,12.0,"['12', '12', '12', '12', '12', '12']","[2014, 2016, 2018, 2020, 2022, 2024]",False,2013-06-27,True,,I,Incumbent,2022-11-18,2022-11-18,2023-08-06T21:01:25,"ADAMS, ALMA SHEALEY",H,House,DEM,DEMOCRATIC PARTY,NC
1982,H2KY07033,False,N,[1982],07,7.0,['07'],[1982],False,,False,,,,,,2002-03-30T00:00:00,"ADAMS, ANDREW",H,House,REP,REPUBLICAN PARTY,KY
2024,H4SC03194,False,N,[2024],03,3.0,['03'],[2024],False,2024-01-29,False,,O,Open seat,2024-01-29,2024-01-29,2024-02-15T21:04:51,"ADAMS, ANDREW JOSHUA",H,House,REP,REPUBLICAN PARTY,SC
2016,H6CT05173,False,N,[2016],05,5.0,['05'],[2016],False,,False,,C,Challenger,,,2017-01-03T21:01:40,"ADAMS, ANN-MARIE",H,House,UNK,UNKNOWN,CT
2018,S8CT00105,False,N,[2018],00,0.0,['00'],[2018],False,2017-03-01,True,,C,Challenger,2017-04-24,2017-04-24,2018-02-17T09:16:20,"ADAMS, ANN MARIE DR",S,Senate,DEM,DEMOCRATIC PARTY,CT
2012,H2CA08180,False,P,"[2012, 2014]",08,8.0,['08'],[2012],False,2012-02-22,True,,C,Challenger,2012-02-22,2012-02-22,2014-04-01T09:54:32,"ADAMS, ANTHONY T",H,House,NPA,NO PARTY AFFILIATION,CA
1980,H0OK05031,False,N,[1980],05,5.0,['05'],[1980],False,,False,,,,,,2002-03-30T00:00:00,"ADAMS, ART",H,House,DEM,DEMOCRATIC PARTY,OK
1996,H6IL17098,False,C,[1996],17,17.0,['17'],[1996],False,1995-11-29,True,,C,Challenger,1995-11-29,1995-11-29,2002-04-02T00:00:00,"ADAMS, BILL",H,House,REP,REPUBLICAN PARTY,IL
2015,H6MS01156,False,P,"[2016, 2018, 2020]",01,1.0,['01'],[2015],False,2015-03-14,True,,O,Open seat,2015-03-14,2015-03-14,2017-02-23T14:47:46,"ADAMS, BOYCE",H,House,REP,REPUBLICAN PARTY,MS
1988,H8NV02012,False,P,[1988],02,2.0,['02'],[1988],False,1987-07-23,True,,C,Challenger,1987-07-23,1987-07-23,2005-05-26T00:00:00,"ADAMS, BRENT THOMAS",H,House,DEM,DEMOCRATIC PARTY,NV
2024,H4UT02403,False,N,[2024],02,2.0,['02'],[2024],False,,True,,C,Challenger,,,2024-03-15T21:01:43,"ADAMS, BRIAN",H,House,DEM,DEMOCRATIC PARTY,UT
1992,S6WA00016,False,P,"[1976, 1986, 1988, 1990, 1992, 1994, 1996, 1998]",00,0.0,"['00', '00', '00']","[1976, 1986, 1992]",False,1976-04-17,True,[1992],C,Challenger,1990-10-22,1990-10-22,2002-04-03T00:00:00,"ADAMS, BROCK",S,Senate,DEM,DEMOCRATIC PARTY,WA
1978,H6WA07029,False,P,"[1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998]",07,7.0,"['07', '07']","[1976, 1978]",False,1976-09-10,True,,C,Challenger,,1977-06-28,2002-04-03T00:00:00,"ADAMS, BROCK",H,House,DEM,DEMOCRATIC PARTY,WA
2004,H4TX31032,False,N,[2004],31,31.0,['31'],[2004],False,,False,,C,Challenger,,,2004-02-05T00:00:00,"ADAMS, CELESTE",H,House,LIB,LIBERTARIAN PARTY,TX
1988,P80001688,False,N,[1988],00,0.0,['00'],[1988],False,1987-10-28,False,,C,Challenger,1987-10-28,1987-10-28,2005-05-26T00:00:00,"ADAMS, CHARLES A",P,President,IND,INDEPENDENT,US
1990,H0AL03077,False,P,"[1990, 1992, 1994, 1996]",03,3.0,['03'],[1990],False,1989-01-24,True,,C,Challenger,1989-01-24,1989-01-24,2002-04-02T00:00:00,"ADAMS, CHARLES H",H,House,DEM,DEMOCRATIC PARTY,AL
2014,H4NC06078,False,P,"[2014, 2016]",06,6.0,['06'],[2014],False,2013-07-12,True,,O,Open seat,2013-07-12,2013-07-12,2015-04-02T15:52:44,"ADAMS, DANIELLE",H,House,DEM,DEMOCRATIC PARTY,NC
2016,H6FL26017,False,N,"[2016, 2018]",27,27.0,['27'],[2016],False,2015-06-23,False,,C,Challenger,2016-01-04,2016-01-04,2016-01-12T20:59:49,"ADAMS, DAVID ANDREW",H,House,REP,REPUBLICAN PARTY,FL
2018,H8NC05063,False,P,"[2018, 2020]",05,5.0,['05'],[2018],False,2017-03-10,True,,C,Challenger,2017-03-29,2017-03-29,2019-03-27T16:02:41,"ADAMS, DENISE DARCEL",H,House,DEM,DEMOCRATIC PARTY,NC
1984,H4NJ06018,False,P,"[1984, 1986]",06,6.0,['06'],[1984],False,1984-05-01,True,,C,Challenger,1984-05-01,1984-05-01,2002-03-30T00:00:00,"ADAMS, DENNIS",H,House,REP,REPUBLICAN PARTY,NJ
2016,H6IA03235,False,P,"[2016, 2018, 2020, 2022]",03,3.0,['03'],[2016],False,2015-07-01,True,,C,Challenger,2015-07-01,2015-07-01,2017-02-23T14:47:46,"ADAMS, DESMUND DOUGLAS",H,House,DEM,DEMOCRATIC PARTY,IA
2018,H8MI04085,False,N,"[2018, 2020, 2022]",04,4.0,['04'],[2018],False,2017-10-30,False,,C,Challenger,2017-10-30,2017-10-30,2018-01-04T21:07:09,"ADAMS, DION",H,House,DEM,DEMOCRATIC PARTY,MI
2014,S4MT00100,False,P,"[2014, 2016]",00,0.0,['00'],[2014],False,2013-08-29,True,,C,Challenger,2013-08-29,2013-08-29,2016-11-17T06:10:49,"ADAMS, DIRK STANDLEY",S,Senate,DEM,DEMOCRATIC PARTY,MT
2018,S8CA00325,False,N,"[2018, 2020]",00,0.0,['00'],[2018],False,2017-03-21,False,,C,Challenger,2017-08-28,2017-08-28,2018-02-17T09:16:20,"ADAMS, DONALD R",S,Senate,REP,REPUBLICAN PARTY,CA
2012,P20003232,False,N,"[2012, 2014, 2016]",00,0.0,['00'],[2012],False,2011-08-04,False,,C,Challenger,2011-08-28,2011-08-28,2016-11-17T06:10:48,"ADAMS, DOROTHY ANN",P,President,,,US
2016,H6FL11175,False,N,"[2006, 2008, 2010, 2012, 2014, 2016]",14,14.0,"['11', '11', '11', '14', '14']","[2006, 2008, 2010, 2012, 2016]",False,2005-11-01,True,,C,Challenger,2015-11-30,2015-11-30,2016-01-04T20:57:31,"ADAMS, EDDIE JR",H,House,REP,REPUBLICAN PARTY,FL
1996,H6NY15100,False,N,[1996],15,15.0,['15'],[1996],False,,False,,C,Challenger,,,2002-04-02T00:00:00,"ADAMS, EDWARD R",H,House,REP,REPUBLICAN PARTY,NY
2024,P40013443,False,N,[2024],00,0.0,['00'],[2024],False,2023-06-05,False,,C,Challenger,2023-06-05,2023-06-05,2023-06-08T21:05:05,"ADAMS EDWARDS, RACHEL AZELL DR.",P,President,OTH,OTHER,US
2020,S0KS00190,False,N,"[2018, 2020, 2022, 2024]",00,0.0,['00'],[2020],False,2017-09-25,True,,O,Open seat,2017-10-31,2017-10-31,2021-12-08T06:50:51,"ADAMS, ELLIOTT",S,Senate,DEM,DEMOCRATIC PARTY,KS
2020,P00015529,False,N,"[2020, 2022]",00,0.0,['00'],[2020],False,2020-02-20,False,,C,Challenger,2020-02-20,2020-02-20,2021-12-08T06:50:50,"ADAMS, EMILY ROSE MS",P,President,DEM,DEMOCRATIC PARTY,US
1994,H4NY11062,False,P,"[1994, 1996, 1998]",11,11.0,['11'],[1994],False,1994-05-11,True,,C,Challenger,1994-05-11,1994-05-11,2002-04-03T00:00:00,"ADAMS, ERIC L",H,House,DEM,DEMOCRATIC PARTY,NY
2002,H2GA12063,False,C,[2002],12,12.0,['12'],[2002],False,2002-04-01,True,,O,Open seat,2002-04-01,2002-04-01,2002-08-07T00:00:00,"ADAMS, FLOYD JR",H,House,DEM,DEMOCRATIC PARTY,GA
2008,S8ID00134,False,N,[2008],00,0.0,['00'],[2008],False,2008-01-22,False,,O,Open seat,2008-01-22,2008-01-22,2008-06-03T00:00:00,"ADAMS, FRED M",S,Senate,REP,REPUBLICAN PARTY,ID
1992,H2KS03067,False,C,[1992],03,3.0,['03'],[1992],False,1992-02-05,True,,C,Challenger,1992-02-05,1992-02-05,2002-03-30T00:00:00,"ADAMS, GARY SHELDON",H,House,REP,REPUBLICAN PARTY,KS
1986,H6CA28098,False,P,"[1986, 1988, 1990, 1992, 1994]",28,28.0,['28'],[1986],False,1986-04-21,True,,C,Challenger,1986-04-21,1986-04-21,2002-03-30T00:00:00,"ADAMS, GEORGE JOSEPH",H,House,REP,REPUBLICAN PARTY,CA
1990,H8CA28110,False,N,"[1988, 1990]",28,28.0,"['28', '28']","[1988, 1990]",False,,False,,C,Challenger,,,2002-03-30T00:00:00,"ADAMS, GEORGE Z",H,House,REP,REPUBLICAN PARTY,CA
1980,H0WA03039,False,N,[1980],03,3.0,['03'],[1980],False,,False,,,,,,2002-03-30T00:00:00,"ADAMS, HENRY L",H,House,REP,REPUBLICAN PARTY,WA
2016,P60019965,False,N,"[2016, 2018]",00,0.0,['00'],[2016],False,2016-02-22,False,,O,Open seat,2016-04-18,2016-04-18,2018-02-17T09:16:20,"ADAMS III, PHILIP MONROE",P,President,OTH,OTHER,US
2016,P60009008,False,N,[2016],00,0.0,['00'],[2016],False,2015-07-20,False,,O,Open seat,2015-07-20,2015-07-20,2016-11-17T06:10:48,"ADAMS, JACK LYNN",P,President,REP,REPUBLICAN PARTY,US
2010,S0MD00390,False,N,[2010],00,0.0,['00'],[2010],False,,False,,C,Challenger,,,2010-07-20T23:11:32,"ADAMS, JAMES GUY",S,Senate,LIB,LIBERTARIAN PARTY,MD
2000,H0NC07082,False,N,"[2000, 2002]",07,7.0,['07'],[2000],False,,False,,C,Challenger,,,2002-04-07T00:00:00,"ADAMS, JAMES R.",H,House,REP,REPUBLICAN PARTY,NC
2022,H2NV01322,False,N,"[2022, 2024]",01,1.0,['01'],[2022],False,2022-04-12,False,,C,Challenger,2022-04-12,2022-04-12,2022-05-16T21:09:34,"ADAMS, JANE",H,House,REP,REPUBLICAN PARTY,NV
2010,H0IL01160,False,N,[2010],01,1.0,['01'],[2010],False,,False,,C,Challenger,,,2009-12-23T21:55:57,"ADAMS, JEFF",H,House,GRE,GREEN PARTY,IL
2024,H4FL07137,False,C,[2024],07,7.0,['07'],[2024],False,2023-10-02,True,,C,Challenger,2024-01-29,2024-01-29,2024-02-08T21:02:32,"ADAMS, JENNIFER",H,House,DEM,DEMOCRATIC PARTY,FL
2010,H0NH02264,False,N,[2010],02,2.0,['02'],[2010],False,,False,,O,Open seat,,,2010-06-23T22:14:23,"ADAMS, JIM",H,House,REP,REPUBLICAN PARTY,NH
2004,H4SC04051,False,N,[2004],04,4.0,['04'],[2004],False,2003-09-29,False,,O,Open seat,2003-10-08,2003-10-08,2004-07-19T00:00:00,"ADAMS, JOHN",H,House,REP,REPUBLICAN PARTY,SC
2021,H0OH15099,False,N,"[2010, 2012, 2014, 2016, 2018, 2022]",15,15.0,"['15', '03', '03', '03', '12', '15']","[2010, 2012, 2014, 2016, 2018, 2021]",False,2010-04-09,True,,O,Open seat,2014-07-07,2014-07-24,2021-06-30T02:42:45,"ADAMS, JOHN",H,House,REP,REPUBLICAN PARTY,OH
1978,H8FL12021,False,P,"[1978, 1980, 1982, 1984]",12,12.0,['12'],[1978],False,1977-11-15,False,,,,1977-11-15,1977-11-15,2002-03-30T00:00:00,"ADAMS, JOHN",H,House,DEM,DEMOCRATIC PARTY,FL
2010,H0AR02149,False,P,"[2010, 2012]",02,2.0,['02'],[2010],False,2010-02-18,True,,O,Open seat,2010-02-18,2010-02-18,2011-02-24T10:53:11,"ADAMS, JOHN",H,House,DEM,DEMOCRATIC PARTY,AR
2002,S2OK00079,False,N,"[2002, 2004]",00,0.0,['00'],[2002],False,2002-01-16,True,,C,Challenger,2002-01-19,2002-01-19,2002-06-26T00:00:00,"ADAMS, JOHN QUINCY VI",S,Senate,DEM,DEMOCRATIC PARTY,OK
1994,H4FL16070,False,N,[1994],16,16.0,['16'],[1994],False,,False,,O,Open seat,,,2002-03-30T00:00:00,"ADAMS, JOHN S",H,House,UNK,UNKNOWN,FL
2008,H8NM01240,False,C,[2008],03,3.0,['03'],[2008],False,2007-08-03,True,,O,Open seat,2007-12-31,2007-12-31,2008-01-14T00:00:00,"ADAMS, JON",H,House,DEM,DEMOCRATIC PARTY,NM
1988,P80002702,False,N,[1988],00,0.0,['00'],[1988],False,1988-11-02,False,,C,Challenger,1988-11-02,1988-11-02,2005-05-26T00:00:00,"ADAMS, JOSEPH COCKRELL JR",P,President,IND,INDEPENDENT,US
2024,S4KY00216,False,N,"[2020, 2022, 2024]",00,0.0,['00'],[2024],False,2020-11-06,False,,C,Challenger,2020-11-06,2020-11-06,2023-01-12T22:24:01,"ADAMS, JOSHUA",S,Senate,REP,REPUBLICAN PARTY,KY
2012,H2FL14202,False,N,[2012],14,14.0,['14'],[2012],False,,False,,O,Open seat,,,2012-07-05T22:10:21,"ADAMS JR., EDDIE",H,House,REP,REPUBLICAN PARTY,FL
2016,H6MN06173,False,N,[2016],06,6.0,['06'],[2016],False,,False,,C,Challenger,,,2016-08-17T21:29:25,"ADAMS, JUDY EVELYN",H,House,DEM,DEMOCRATIC PARTY,MN
2000,H0CA05057,False,N,[2000],05,5.0,['05'],[2000],False,,False,,C,Challenger,,,2002-04-07T00:00:00,"ADAMS, KEN",H,House,GRE,GREEN PARTY,CA
1988,H8FL14076,False,P,"[1988, 1990]",14,14.0,['14'],[1988],False,1988-01-05,True,,C,Challenger,1988-01-05,1988-01-05,2002-03-30T00:00:00,"ADAMS, KENNETH MAHLON",H,House,REP,REPUBLICAN PARTY,FL
2018,H8VA10148,False,C,[2018],10,10.0,['10'],[2018],False,2017-07-07,True,,C,Challenger,2017-07-07,2017-07-07,2017-10-16T21:00:02,"ADAMS, KIMBERLY",H,House,DEM,DEMOCRATIC PARTY,VA
2012,H2AZ06148,False,P,"[2012, 2014, 2016, 2018, 2020]",05,5.0,['05'],[2012],False,2011-04-29,True,,O,Open seat,2012-02-22,2012-02-22,2013-04-26T09:04:30,"ADAMS, KIRK DAVID",H,House,REP,REPUBLICAN PARTY,AZ
2022,S2SC00137,False,N,[2022],00,0.0,['00'],[2022],False,2021-12-16,False,,C,Challenger,2021-12-16,2021-12-16,2021-12-23T01:40:42,"ADAMS, LARRY JR",S,Senate,IND,INDEPENDENT,SC
2024,P40011090,False,N,[2024],00,0.0,['00'],[2024],False,2023-02-22,False,,C,Challenger,2023-02-22,2023-02-22,2023-02-27T21:09:27,"ADAMS, LINCOLN CHAMBERS",P,President,REP,REPUBLICAN PARTY,US
2002,H2AL02117,False,N,[2002],02,2.0,['02'],[2002],False,2002-01-29,False,,C,Challenger,2002-04-11,2002-04-11,2002-04-16T00:00:00,"ADAMS, LYN CURTIS",H,House,LIB,LIBERTARIAN PARTY,AL
1984,H4IL10023,False,N,[1984],10,10.0,['10'],[1984],False,,False,,,,,,2002-03-30T00:00:00,"ADAMS, MARK D",H,House,DEM,DEMOCRATIC PARTY,IL
2022,H2TN03235,False,P,"[2022, 2024]",03,3.0,['03'],[2022],False,2021-06-24,True,,C,Challenger,2021-06-24,2021-06-24,2023-03-09T10:16:03,"ADAMS, MATT",H,House,DEM,DEMOCRATIC PARTY,TN
1980,H0TN05036,False,P,"[1980, 1982, 1984]",05,5.0,['05'],[1980],False,1980-04-11,True,,,,1980-04-11,1980-04-11,2002-03-30T00:00:00,"ADAMS, MICHAEL F",H,House,REP,REPUBLICAN PARTY,TN
1994,H2PA20057,False,P,"[1992, 1994, 1996, 1998, 2000]",18,18.0,"['18', '18']","[1992, 1994]",False,1992-01-30,True,,C,Challenger,1993-08-13,1993-08-13,2002-04-07T00:00:00,"ADAMS, MIKE",H,House,DEM,DEMOCRATIC PARTY,PA
1986,H4ID02014,False,C,"[1984, 1986]",02,2.0,"['02', '02']","[1984, 1986]",False,1983-12-13,True,,C,Challenger,1986-05-19,1986-05-19,2002-03-30T00:00:00,"ADAMSON, DANNIS MARLON",H,House,REP,REPUBLICAN PARTY,ID
2016,P60019304,False,N,"[2016, 2018]",00,0.0,['00'],[2016],False,2016-01-24,False,,O,Open seat,2016-01-24,2016-01-24,2018-02-17T09:16:20,"ADAMS, PAUL R",P,President,IND,INDEPENDENT,US
2010,H0GA02225,False,N,"[2010, 2012, 2014, 2016, 2018]",02,2.0,['02'],[2010],False,2010-02-16,True,,C,Challenger,2010-04-07,2010-04-07,2010-09-23T23:17:20,"ADAMS, RHUEDOLPH 'RUDY'",H,House,REP,REPUBLICAN PARTY,GA
1980,H0PA11027,False,P,"[1980, 1982, 1984]",11,11.0,['11'],[1980],False,1979-12-12,True,,C,Challenger,1979-12-12,1980-01-30,2002-03-30T00:00:00,"ADAMS, RICHARD PETER",H,House,DEM,DEMOCRATIC PARTY,PA
2010,H0RI01123,False,N,[2010],01,1.0,['01'],[2010],False,,False,,O,Open seat,,,2010-07-23T22:19:03,"ADAMS, RICKY B.",H,House,IND,INDEPENDENT,RI
1992,H2WA08125,False,C,[1992],08,8.0,['08'],[1992],False,1992-06-24,True,,O,Open seat,1992-06-24,1992-06-24,2002-03-30T00:00:00,"ADAMS, ROBERT E",H,House,IND,INDEPENDENT,WA
2004,H4OR03077,False,C,[2004],03,3.0,['03'],[2004],False,2003-08-08,True,,C,Challenger,2003-08-08,2003-08-08,2005-03-02T00:00:00,"ADAMS, SAM FRANCIS",H,House,DEM,DEMOCRATIC PARTY,OR
2020,H0FL06095,False,N,"[2020, 2022, 2024]",06,6.0,['06'],[2020],False,2019-04-09,False,,C,Challenger,2019-04-09,2019-04-09,2019-04-12T21:09:23,"ADAMS, SAMUEL EVERETT MR.",H,House,LIB,LIBERTARIAN PARTY,FL
1980,H0IN08023,False,N,[1980],08,8.0,['08'],[1980],False,,False,,,,,,2002-03-30T00:00:00,"ADAMS, SAMUEL PAYNE",H,House,DEM,DEMOCRATIC PARTY,IN
2016,H0FL24049,False,P,"[2010, 2012, 2014, 2016, 2018]",06,6.0,"['24', '07', '06']","[2010, 2012, 2016]",False,2009-07-10,True,,C,Challenger,2015-06-23,2015-06-23,2017-02-23T14:47:46,"ADAMS, SANDY",H,House,REP,REPUBLICAN PARTY,FL
2024,H4MI02120,False,N,[2024],02,2.0,['02'],[2024],False,2024-07-28,False,,C,Challenger,2024-07-28,2024-07-28,2024-08-22T21:00:32,"ADAMS, SCOTT CECIL MR",H,House,UST,U.S. TAXPAYERS PARTY,MI
2016,H6CA38113,False,C,[2016],38,38.0,['38'],[2016],False,2016-03-30,False,,C,Challenger,2016-03-30,2016-03-30,2016-06-06T21:00:43,"ADAMS, SCOTT MICHAEL MR.",H,House,IND,INDEPENDENT,CA
2024,H4CA49131,False,C,[2024],49,49.0,['49'],[2024],False,2023-04-19,True,,C,Challenger,2023-05-01,2023-05-01,2023-07-17T21:04:17,"ADAMS, SHERYL",H,House,REP,REPUBLICAN PARTY,CA
2008,P80004625,False,N,"[2008, 2010]",00,0.0,['00'],[2008],False,2007-08-21,False,,C,Challenger,2007-08-29,2007-08-29,2007-10-16T00:00:00,"ADAMS, STEPHEN PAUL",P,President,IND,INDEPENDENT,US
2014,H4CA41120,False,P,"[2014, 2016]",41,41.0,['41'],[2014],False,2013-05-17,True,,C,Challenger,2013-05-17,2013-05-17,2015-04-02T15:52:44,"ADAMS, STEVE",H,House,REP,REPUBLICAN PARTY,CA
2012,H2CA06275,False,P,"[2012, 2014]",02,2.0,['02'],[2012],False,2011-05-31,True,,O,Open seat,2011-05-31,2011-05-31,2013-04-26T09:04:30,"ADAMS, SUSAN L",H,House,DEM,DEMOCRATIC PARTY,CA
2002,S2SC00061,False,N,[2002],00,0.0,['00'],[2002],False,,False,,C,Challenger,,,2002-09-27T00:00:00,"ADAMS, TED",S,Senate,CON,CONSTITUTION PARTY,SC
2014,S4TN00328,False,P,"[2014, 2016]",00,0.0,['00'],[2014],False,2013-10-18,True,,C,Challenger,2013-10-18,2013-10-18,2016-11-17T06:10:49,"ADAMS, TERRY GLEN JR",S,Senate,DEM,DEMOCRATIC PARTY,TN
2004,H4MA01034,False,P,"[2004, 2006, 2008]",01,1.0,['01'],[2004],False,2003-06-16,True,,C,Challenger,2003-06-16,2003-06-16,2005-03-02T00:00:00,"ADAM, STEVEN E",H,House,REP,REPUBLICAN PARTY,MA
2000,H6SC04049,False,P,"[1976, 1986, 1988, 1990, 1992, 1994, 1996, 2000, 2002]",04,4.0,"['04', '04', '04', '04']","[1976, 1986, 1988, 2000]",False,1986-01-10,True,,C,Challenger,2000-08-07,2000-08-07,2002-04-12T00:00:00,"ADAMS, THEODORE CAPERS JR",H,House,CST,CONSTITUTIONAL,SC
2014,H4SC05058,False,P,"[2014, 2016]",05,5.0,['05'],[2014],False,2014-03-31,True,,C,Challenger,2014-03-31,2014-04-18,2015-04-02T15:52:44,"ADAMS, THOMAS A",H,House,DEM,DEMOCRATIC PARTY,SC
2016,P60014453,False,N,[2016],00,0.0,['00'],[2016],False,2015-09-02,False,,O,Open seat,2015-09-02,2015-10-06,2016-11-17T06:10:49,"ADAMS, THOMAS ALAN MR",P,President,IND,INDEPENDENT,US
1988,S8FL00067,False,N,"[1988, 1990, 1992, 1994, 1996]",00,0.0,['00'],[1988],False,1988-01-04,False,,C,Challenger,1988-01-04,1988-01-04,2002-04-02T00:00:00,"ADAMS, TIM LUCAS",S,Senate,DEM,DEMOCRATIC PARTY,FL
2018,S8MT00291,False,N,[2018],00,0.0,['00'],[2018],False,,False,,C,Challenger,,,2018-04-17T21:13:11,"ADAMS, TIMOTHY",S,Senate,GRE,GREEN PARTY,MT
