active_through,candidate_id,candidate_inactive,candidate_status,cycles,district,district_number,election_districts,election_years,federal_funds_flag,first_file_date,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,last_file_date,load_date,name,office,office_full,party,party_full,state
2004,H4MI03185,False,N,[2004],03,3.0,['03'],[2004],False,,False,,C,Challenger,,,2004-09-20T00:00:00,"ADAMS, WARREN",H,House,LIB,LIBERTARIAN PARTY,MI
1996,H6IN10158,False,C,[1996],10,10.0,['10'],[1996],False,1996-03-01,True,,O,Open seat,1996-03-12,1996-03-12,2002-04-02T00:00:00,"ADANDE, JOCELYN-TANDY",H,House,DEM,DEMOCRATIC PARTY,IN
2020,H0MN05244,False,N,"[2020, 2022, 2024]",05,5.0,['05'],[2020],False,2020-01-09,False,,C,Challenger,2020-01-09,2020-01-09,2020-01-31T21:11:28,"ADAN, (LEILA)SHUKRI BASHIR MS",H,House,DFL,DEMOCRATIC-FARMER-LABOR,MN
1978,H6CT05041,False,P,"[1976, 1978, 1980, 1982, 1984]",05,5.0,"['05', '05']","[1976, 1978]",False,1976-04-12,False,,,,1976-04-12,1977-03-28,2002-03-30T00:00:00,"ADANTI, MR. MICHAEL J.",H,House,DEM,DEMOCRATIC PARTY,CT
1994,H4TX26040,False,N,[1994],26,26.0,['26'],[1994],False,,False,,C,Challenger,,,2002-03-30T00:00:00,"ADASK, ALFRED",H,House,LIB,LIBERTARIAN PARTY,TX
1984,P40001174,False,N,[1984],00,0.0,['00'],[1984],False,1983-12-13,False,,,,1983-12-13,1983-12-13,2002-03-30T00:00:00,"ADASKIN, DAVID R",P,President,IND,INDEPENDENT,US
2014,H0PA13080,False,P,"[2010, 2012, 2014, 2016]",13,13.0,"['13', '13']","[2010, 2014]",False,2009-10-26,True,,O,Open seat,2014-02-19,2014-02-19,2015-04-02T15:52:44,"ADCOCK, CARSON DEE",H,House,REP,REPUBLICAN PARTY,PA
2002,H2TX31077,False,P,"[2002, 2004]",31,31.0,['31'],[2002],False,2002-02-11,True,,O,Open seat,2002-02-11,2002-02-11,2002-04-12T00:00:00,"ADCOCK, FLYNN JAMES",H,House,REP,REPUBLICAN PARTY,TX
1998,H8NC12036,False,N,[1998],12,12.0,['12'],[1998],False,1998-07-13,True,,C,Challenger,1998-07-13,1998-07-13,2002-04-03T00:00:00,"ADCOCK, RONNIE WAYNE",H,House,DEM,DEMOCRATIC PARTY,NC
2015,H6MS01214,False,C,[2016],01,1.0,['01'],[2015],False,2015-03-09,True,,O,Open seat,2015-03-09,2015-03-09,2015-04-20T21:30:50,"ADCOCK, SAM",H,House,REP,REPUBLICAN PARTY,MS
2010,H0IN05144,False,C,[2010],05,5.0,['05'],[2010],False,2010-01-30,True,,C,Challenger,2010-01-30,2010-01-30,2010-05-03T22:08:08,"ADCOOK, ANN B",H,House,REP,REPUBLICAN PARTY,IN
2020,H0TN05358,False,N,[2020],05,5.0,['05'],[2020],False,2020-01-03,False,,C,Challenger,2020-01-03,2020-01-03,2020-01-31T21:11:28,"ADCOX, ANTHONY",H,House,REP,REPUBLICAN PARTY,TN
2020,H0TN05366,False,N,"[2020, 2022, 2024]",05,5.0,['05'],[2020],False,2020-02-04,False,,C,Challenger,2020-02-04,2020-02-04,2020-02-14T21:29:08,"ADCOX, ELIJAH NATHANIEL",H,House,REP,REPUBLICAN PARTY,TN
1986,H6NY07024,True,C,"[1976, 1978, 1980, 1982, 1984, 1986]",06,6.0,"['07', '07', '07', '06', '06', '06']","[1976, 1978, 1980, 1982, 1984, 1986]",False,1976-03-19,True,[1986],I,Incumbent,1985-01-04,1985-01-04,2002-03-30T00:00:00,"ADDABBO, JOSEPH P",H,House,DEM,DEMOCRATIC PARTY,NY
2024,H4NY22093,False,C,[2024],22,22.0,['22'],[2024],False,2023-10-04,True,,C,Challenger,2023-10-04,2023-10-04,2024-02-02T21:02:03,"ADDINGTON, JACOB TAY",H,House,DEM,DEMOCRATIC PARTY,NY
1986,S6KS00064,False,N,[1986],00,0.0,['00'],[1986],False,,False,,C,Challenger,,,2002-03-30T00:00:00,"ADDINGTON, W H (BILL)",S,Senate,DEM,DEMOCRATIC PARTY,KS
2012,S2TX00320,False,C,[2012],00,0.0,['00'],[2012],False,2011-02-15,True,,O,Open seat,2011-02-15,2011-02-15,2011-07-21T00:14:15,"ADDISON, MARSHALL GLENN",S,Senate,REP,REPUBLICAN PARTY,TX
2022,H2SC06126,False,N,"[2022, 2024]",06,6.0,['06'],[2022],False,2021-06-14,False,,C,Challenger,2021-06-14,2021-06-14,2021-06-30T02:42:45,"ADDISON, MICHAEL ANTONIO DR.",H,House,DEM,DEMOCRATIC PARTY,SC
2022,H2TX09131,False,N,[2022],09,9.0,['09'],[2022],False,2021-10-06,False,,C,Challenger,2021-10-06,2021-10-06,2021-10-30T01:40:17,"ADDISON, RANDALL LEE MR.",H,House,IND,INDEPENDENT,TX
2024,H4CA20215,False,N,[2024],20,20.0,['20'],[2024],False,2023-12-17,False,,C,Challenger,2023-12-17,2023-12-17,2023-12-26T20:59:36,"ADDISON WILLIAMS, AUDREY ELIZABETH MS",H,House,REP,REPUBLICAN PARTY,CA
2018,H8PA05303,False,C,[2018],05,5.0,['05'],[2018],False,2018-03-23,True,,C,Challenger,2018-03-29,2018-03-29,2018-04-03T21:07:16,"ADDIS, PAUL DAVID",H,House,REP,REPUBLICAN PARTY,PA
2018,S8PA00304,False,C,[2018],00,0.0,['00'],[2018],False,2017-06-09,False,,C,Challenger,2017-06-09,2017-06-09,2018-02-17T09:16:20,"ADDIS , PAUL DAVID MR",S,Senate,REP,REPUBLICAN PARTY,PA
2014,S4MA00242,False,P,"[2014, 2016, 2018, 2020]",00,0.0,['00'],[2014],False,2014-03-19,True,,C,Challenger,2014-03-19,2014-03-19,2018-02-17T09:16:20,"ADDIVINOLA, FRANK J JR",S,Senate,REP,REPUBLICAN PARTY,MA
2014,H2MA05120,False,N,"[2012, 2014, 2016, 2018, 2020]",05,5.0,"['05', '05']","[2012, 2014]",False,2012-06-07,True,[2014],C,Challenger,2013-07-30,2013-07-30,2014-02-18T22:11:13,"ADDIVINOLA, FRANK JOHN JR",H,House,REP,REPUBLICAN PARTY,MA
2016,P60013992,False,N,[2016],00,0.0,['00'],[2016],False,2015-08-30,False,,O,Open seat,2015-08-30,2015-08-30,2016-11-17T06:10:49,"ADDVENSKY, MICHAEL EDWARD",P,President,REP,REPUBLICAN PARTY,US
2016,H6IA03250,False,N,[2016],03,3.0,['03'],[2016],False,,False,,C,Challenger,,,2016-09-23T21:01:38,"ADDY, CLAUDIA",H,House,NPA,NO PARTY AFFILIATION,IA
2000,S0NY00352,False,N,[2000],00,0.0,['00'],[2000],False,2000-10-18,False,,O,Open seat,2000-10-18,2000-10-18,2002-04-07T00:00:00,"ADEFOPE, JOHN O",S,Senate,RTL,RIGHT TO LIFE,NY
2024,H2FL21132,False,C,"[2022, 2024]",22,22.0,"['22', '22']","[2022, 2024]",False,2021-10-14,True,,C,Challenger,2024-01-08,2024-01-08,2024-01-08T20:59:26,"ADEIMY, DEBORAH",H,House,REP,REPUBLICAN PARTY,FL
1984,H2WI04013,False,P,"[1982, 1984, 1986, 1988, 1990, 1992]",04,4.0,"['04', '04']","[1982, 1984]",False,1982-05-03,True,,C,Challenger,1983-12-23,1983-12-23,2002-03-30T00:00:00,"ADELMAN, LYNN S",H,House,DEM,DEMOCRATIC PARTY,WI
2022,H2CT81017,False,N,[2022],81,81.0,['81'],[2022],False,2022-04-08,False,,C,Challenger,2022-04-08,2022-05-04,2022-05-16T21:09:34,"ADELPHI, ADRIAN",H,House,ICD,INDEPENDENT CONSERVATIVE DEMOCRATIC,CT
2018,S8VT00117,False,N,"[2018, 2020]",00,0.0,['00'],[2018],False,2017-06-07,False,,C,Challenger,2017-06-07,2017-06-07,2018-02-17T09:16:20,"ADELUOLA, FOLASADE",S,Senate,DEM,DEMOCRATIC PARTY,VT
2012,H0CO04148,False,N,"[2010, 2012]",04,4.0,"['04', '04']","[2010, 2012]",False,,False,,C,Challenger,,,2012-05-04T22:06:47,"ADEN, DOUG",H,House,OTH,OTHER,CO
2012,H2AR03234,False,P,"[2012, 2014]",03,3.0,['03'],[2012],False,2011-09-14,True,,C,Challenger,2011-09-14,2011-09-14,2013-04-26T09:04:30,"ADEN, KENNETH WADE",H,House,DEM,DEMOCRATIC PARTY,AR
2024,H6AL04098,False,C,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024]",04,4.0,"['04', '04', '04', '04', '04', '04', '04', '04', '04', '04', '04', '04', '04', '04', '04']","[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024]",False,1996-02-14,True,,I,Incumbent,2022-12-01,2022-12-01,2023-08-06T21:01:25,"ADERHOLT, ROBERT B. REP.",H,House,REP,REPUBLICAN PARTY,AL
2016,P60004793,False,P,"[2010, 2012, 2014, 2016, 2018]",00,0.0,"['00', '00']","[2012, 2016]",False,2010-09-15,True,,O,Open seat,2013-12-24,2013-12-24,2018-02-17T09:16:20,"ADESHINA, YINKA ABOSEDE",P,President,REP,REPUBLICAN PARTY,US
2018,H8TX12074,False,P,"[2018, 2020]",12,12.0,['12'],[2018],False,2017-03-22,True,,C,Challenger,2017-03-22,2017-03-22,2019-03-27T16:02:41,"ADIA, VANESSA MICHELLE",H,House,DEM,DEMOCRATIC PARTY,TX
1982,H2PA15024,False,P,"[1982, 1984, 1986, 1988, 1990, 1992, 1994]",15,15.0,['15'],[1982],False,1982-02-08,True,,C,Challenger,1982-02-08,1982-02-08,2002-03-30T00:00:00,"ADIK, STEPHEN P JR",H,House,DEM,DEMOCRATIC PARTY,PA
2016,H6HI01204,False,N,"[2016, 2018]",01,1.0,['01'],[2016],False,2016-04-18,False,,O,Open seat,2016-04-18,2016-04-18,2016-06-06T21:00:43,"ADKINS, ALEXANDER EDWARD MR",H,House,DEM,DEMOCRATIC PARTY,HI
2022,H0KS03236,False,P,"[2020, 2022, 2024]",03,3.0,"['03', '03']","[2020, 2022]",False,2019-08-30,True,,C,Challenger,2022-10-06,2022-10-06,2023-03-09T10:16:03,"ADKINS, AMANDA",H,House,REP,REPUBLICAN PARTY,KS
1992,H6MI15077,False,P,"[1986, 1988, 1990, 1992, 1994]",13,13.0,"['15', '15', '15', '13']","[1986, 1988, 1990, 1992]",False,1986-06-25,True,,C,Challenger,1992-06-24,1992-06-24,2002-03-30T00:00:00,"ADKINS, BURL C",H,House,REP,REPUBLICAN PARTY,MI
2002,H2IN05066,False,N,[2002],05,5.0,['05'],[2002],False,,False,,C,Challenger,,,2002-09-11T00:00:00,"ADKINS, CHRISTOPHER",H,House,LIB,LIBERTARIAN PARTY,IN
2020,S0TN00359,False,N,[2020],00,0.0,['00'],[2020],False,,False,,O,Open seat,,,2020-08-21T01:04:24,"ADKINS, CLIFFORD",S,Senate,REP,REPUBLICAN PARTY,TN
2000,S0WV00074,False,N,"[2000, 2002]",00,0.0,['00'],[2000],False,2000-02-08,False,,C,Challenger,2000-02-08,2000-02-08,2002-04-12T00:00:00,"ADKINS, GARRY P",S,Senate,REP,REPUBLICAN PARTY,WV
2022,H2VA07212,False,N,[2022],07,7.0,['07'],[2022],False,2021-12-14,False,,C,Challenger,2021-12-14,2021-12-14,2021-12-23T01:40:42,"ADKINS, GARY GENE",H,House,REP,REPUBLICAN PARTY,VA
2020,S0VA00096,False,C,[2020],00,0.0,['00'],[2020],False,2019-07-06,True,,C,Challenger,2019-07-06,2019-07-06,2019-10-24T21:13:24,"ADKINS, GARY GENE",S,Senate,REP,REPUBLICAN PARTY,VA
1980,P00002451,False,C,[1980],00,0.0,['00'],[1980],False,1980-02-19,False,,,,1980-02-19,1980-02-19,2002-03-30T00:00:00,"ADKINS, GORDON H",P,President,IND,INDEPENDENT,US
1996,P80000292,False,N,"[1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000]",00,0.0,"['00', '00']","[1988, 1996]",False,1986-03-07,False,,C,Challenger,1994-05-18,1994-05-18,2002-04-07T00:00:00,"ADKINS, GORDON HALLMAN",P,President,UNK,UNKNOWN,US
2000,P60004520,False,N,"[1996, 2000]",00,0.0,"['00', '00']","[1996, 2000]",False,1996-06-11,False,,C,Challenger,2000-03-16,2000-03-16,2002-04-07T00:00:00,"ADKINS, JACKSON ALLEN",P,President,AIP,AMERICAN INDEPENDENT PARTY,US
2020,H0TN01183,False,P,"[2020, 2022, 2024]",01,1.0,['01'],[2020],False,2020-07-08,True,,O,Open seat,2020-07-08,2020-07-08,2021-03-29T15:22:09,"ADKINS, JAY",H,House,REP,REPUBLICAN PARTY,TN
1990,H6KY07042,False,N,"[1976, 1978, 1980, 1990]",07,7.0,"['07', '07', '07', '07']","[1976, 1978, 1980, 1990]",False,1976-05-13,False,,C,Challenger,1976-05-13,1976-05-13,2002-03-30T00:00:00,"ADKINS, RAY",H,House,DEM,DEMOCRATIC PARTY,KY
2008,H8NC02045,False,N,[2008],02,2.0,['02'],[2008],False,,False,,C,Challenger,,,2008-09-18T00:00:00,"ADKINS, WILL",H,House,LIB,LIBERTARIAN PARTY,NC
2012,H2KY04139,False,C,[2012],04,4.0,['04'],[2012],False,2012-02-29,True,,O,Open seat,2012-02-29,2012-02-29,2012-04-17T21:43:49,"ADKINS, WILLIAM R. ""BILL""",H,House,DEM,DEMOCRATIC PARTY,KY
1994,H4KY02055,False,N,"[1994, 1996, 1998, 2000]",02,2.0,['02'],[1994],False,1994-06-23,True,,C,Challenger,1994-06-23,1994-06-23,2002-04-07T00:00:00,"ADKISSON, DAVID C",H,House,DEM,DEMOCRATIC PARTY,KY
2015,H6NY11208,False,N,[2016],11,11.0,['11'],[2015],False,2015-02-12,False,,O,Open seat,2015-02-12,2015-02-12,2015-04-01T21:21:47,"ADLER, AMBER LASHELLE",H,House,DEM,DEMOCRATIC PARTY,NY
1982,S2VT00078,False,N,[1982],00,0.0,['00'],[1982],False,,False,,,,,,2002-03-30T00:00:00,"ADLERBERT, BO",S,Senate,LIB,LIBERTARIAN PARTY,VT
2011,H2CA36348,False,P,[2012],36,36.0,['36'],[2011],False,2011-04-01,True,,O,Open seat,2011-04-01,2011-04-01,2011-12-20T23:00:07,"ADLER, DANIEL H",H,House,DEM,DEMOCRATIC PARTY,CA
1984,H4WI03011,False,N,[1984],03,3.0,['03'],[1984],False,1984-02-27,True,,,,1984-02-27,1984-02-27,2002-03-30T00:00:00,"ADLER, DAVID GRAY",H,House,DEM,DEMOCRATIC PARTY,WI
2020,H0FL05170,False,C,[2020],05,5.0,['05'],[2020],False,2020-02-25,True,,C,Challenger,2020-06-25,2020-06-25,2020-07-02T21:11:49,"ADLER, GARY",H,House,REP,REPUBLICAN PARTY,FL
1982,H0CA32010,False,P,"[1980, 1982, 1984, 1986, 1988, 1990]",27,27.0,"['32', '32']","[1980, 1982]",False,1979-08-01,True,,C,Challenger,1983-12-15,1983-12-15,2002-03-30T00:00:00,"ADLER, JOHN",H,House,REP,REPUBLICAN PARTY,CA
2008,S8NJ00368,False,C,"[2004, 2006, 2008]",00,0.0,['00'],[2008],False,2003-02-25,True,,C,Challenger,2007-11-27,2007-11-27,2008-04-21T00:00:00,"ADLER, JOHN H",S,Senate,DEM,DEMOCRATIC PARTY,NJ
2010,H8NJ03156,False,P,"[2008, 2010, 2012]",03,3.0,"['03', '03']","[2008, 2010]",False,2007-09-20,True,,C,Challenger,2008-12-10,2008-12-10,2012-02-28T11:52:34,"ADLER, JOHN H",H,House,DEM,DEMOCRATIC PARTY,NJ
1990,H0NJ13061,False,P,"[1990, 1992, 1994, 1996]",13,13.0,['13'],[1990],False,1990-01-16,True,,C,Challenger,1990-01-16,1990-01-16,2002-04-02T00:00:00,"ADLER, JOHN H",H,House,DEM,DEMOCRATIC PARTY,NJ
2010,H0AR01182,False,N,[2010],01,1.0,['01'],[2010],False,,False,,O,Open seat,,,2010-09-20T22:28:57,"ADLER, KEN",H,House,GRE,GREEN PARTY,AR
2012,H2NJ03183,False,P,"[2012, 2014, 2016]",03,3.0,['03'],[2012],False,2012-02-13,True,,C,Challenger,2012-02-13,2012-02-13,2013-04-26T09:04:30,"ADLER, SHELLEY",H,House,DEM,DEMOCRATIC PARTY,NJ
1996,H6CA26118,False,N,[1996],26,26.0,['26'],[1996],False,1995-08-03,True,,C,Challenger,1995-08-03,1995-08-03,2002-04-02T00:00:00,"ADLER, STUART O",H,House,REP,REPUBLICAN PARTY,CA
1978,H8CO01030,False,P,"[1978, 1980]",01,1.0,['01'],[1978],False,1978-07-06,True,,,,1978-07-06,1978-07-06,2002-03-30T00:00:00,"ADLEY, SUSAN LORRAINE",H,House,SWP,SOCIALIST WORKERS PARTY,CO
2020,H0TX17146,False,C,[2020],17,17.0,['17'],[2020],False,2019-10-23,True,,O,Open seat,2020-01-20,2020-01-20,2020-02-20T21:29:54,"ADNAN, AHMAD",H,House,REP,REPUBLICAN PARTY,TX
2024,H4IN03240,False,C,[2024],03,3.0,['03'],[2024],False,2023-08-14,True,,O,Open seat,2023-08-14,2023-08-14,2023-10-15T21:01:49,"ADOLPH, KILEY DR.",H,House,DEM,DEMOCRATIC PARTY,IN
2006,H6NY08105,False,N,[2006],08,8.0,['08'],[2006],False,,False,,C,Challenger,,,2006-08-09T00:00:00,"ADORNATO, DENNIS E.",H,House,CRV,CONSERVATIVE PARTY,NY
2024,H4NY01188,False,N,[2024],01,1.0,['01'],[2024],False,2024-02-04,False,,C,Challenger,2024-02-04,2024-02-20,2024-04-19T21:00:52,"ADORNO, JARRETT",H,House,IND,INDEPENDENT,NY
2012,H2OH06086,False,N,"[2012, 2014, 2016, 2018]",06,6.0,['06'],[2012],False,2012-01-18,False,,C,Challenger,2012-03-20,2012-03-20,2012-03-21T22:00:27,"ADULEWICZ, CAS",H,House,DEM,DEMOCRATIC PARTY,OH
2020,P00009563,False,N,"[2020, 2022, 2024]",00,0.0,['00'],[2020],False,2019-01-27,False,,C,Challenger,2019-01-27,2019-01-27,2021-12-08T06:50:50,"AEBI, ESTHER CAROLINE",P,President,DEM,DEMOCRATIC PARTY,US
2006,H6AS00023,False,N,[2006],00,0.0,['00'],[2006],False,,False,,C,Challenger,,,2006-09-21T00:00:00,"AE, MUAVAEFAATASI AE, JR.",H,House,IND,INDEPENDENT,AS
2020,H0MI03290,False,P,"[2020, 2022, 2024]",03,3.0,['03'],[2020],False,2019-07-03,True,,C,Challenger,2019-07-03,2019-07-03,2021-03-29T15:22:09,"AFENDOULIS, LYNN",H,House,REP,REPUBLICAN PARTY,MI
2008,H8AZ01088,False,C,[2008],01,1.0,['01'],[2008],False,2007-04-23,True,,O,Open seat,2007-05-02,2007-05-02,2008-07-21T00:00:00,"AFFELDT, ALLAN",H,House,DEM,DEMOCRATIC PARTY,AZ
1998,H8PA15146,False,P,"[1998, 2000, 2002, 2004]",15,15.0,['15'],[1998],False,1998-01-14,True,,C,Challenger,1998-01-14,1998-01-14,2002-04-12T00:00:00,"AFFLERBACH, ROY C",H,House,DEM,DEMOCRATIC PARTY,PA
2000,S0NJ00126,False,N,[2000],00,0.0,['00'],[2000],False,,False,,O,Open seat,,,2002-04-07T00:00:00,"AFRAN, BRUCE",S,Senate,IND,INDEPENDENT,NJ
2004,H4NJ12099,False,N,"[2004, 2006]",12,12.0,['12'],[2004],False,2004-01-14,False,,C,Challenger,2004-01-14,2004-01-14,2004-01-15T00:00:00,"AFRAN, BRUCE IRA",H,House,REP,REPUBLICAN PARTY,NJ
2024,P40017493,False,N,[2024],00,0.0,['00'],[2024],False,2023-12-17,False,,C,Challenger,2023-12-17,2023-12-17,2023-12-26T20:59:36,"AFRICACANA, QUINCI",P,President,REP,REPUBLICAN PARTY,US
2012,H2MD06229,False,P,"[2012, 2014, 2016, 2018]",06,6.0,['06'],[2012],False,2012-01-30,True,,C,Challenger,2012-01-30,2012-01-30,2013-04-26T09:04:30,"AFZALI, KATHY",H,House,REP,REPUBLICAN PARTY,MD
2020,P00014688,False,N,[2020],00,0.0,['00'],[2020],False,2019-12-03,False,,C,Challenger,2019-12-03,2019-12-03,2019-12-30T21:08:41,"AFZAL, INNAYA FATIMA MS.",P,President,REP,REPUBLICAN PARTY,US
2022,H2NV02536,False,N,"[2022, 2024]",02,2.0,['02'],[2022],False,2022-03-13,True,,C,Challenger,2022-03-13,2022-03-13,2022-03-14T21:09:28,"AFZAL, JOSEPH EDWARD",H,House,DEM,DEMOCRATIC PARTY,NV
2024,P40021404,False,N,[2024],00,0.0,['00'],[2024],False,2024-09-06,False,,,,2024-09-06,2024-09-06,2024-09-06T21:01:30,"AFZAL, KHURRAM",P,President,DEM,DEMOCRATIC PARTY,US
2012,H2OH13199,False,P,"[2012, 2014]",13,13.0,['13'],[2012],False,2011-12-13,True,,C,Challenger,2012-01-10,2012-01-10,2013-04-26T09:04:30,"AGANA, MARISHA GUZMAN",H,House,REP,REPUBLICAN PARTY,OH
2022,H2OH05054,False,N,[2022],05,5.0,['05'],[2022],False,2021-03-03,False,,C,Challenger,2021-03-03,2021-03-03,2021-03-06T01:06:48,"AGAN, JEFFREY JOHN MR. JR",H,House,DEM,DEMOCRATIC PARTY,OH
1986,H6HI01139,False,N,[1986],01,1.0,['01'],[1986],False,1986-09-08,False,,O,Open seat,1986-09-08,1986-10-14,2002-03-30T00:00:00,"AGARD, LOUIS K JR",H,House,DEM,DEMOCRATIC PARTY,HI
1992,H2NY04087,False,N,[1992],04,4.0,['04'],[1992],False,,False,,O,Open seat,,,2002-03-30T00:00:00,"AGATSTEIN, HELENE B.",H,House,LIB,LIBERTARIAN PARTY,NY
2020,H0CA28133,False,N,"[2020, 2022, 2024]",28,28.0,['28'],[2020],False,2019-03-04,False,,C,Challenger,2019-03-04,2019-03-04,2019-03-25T21:06:42,"AGBEDE, AKINYEMI",H,House,DEM,DEMOCRATIC PARTY,CA
2024,S6CA00634,False,N,"[2016, 2020, 2022, 2024]",,,"['00', '00', None]","[2016, 2022, 2024]",False,2015-03-10,False,,O,Open seat,2022-08-01,2022-08-01,2023-02-16T21:49:38,"AGBEDE, AKINYEMI",S,Senate,DEM,DEMOCRATIC PARTY,CA
2012,S2FL00235,False,N,"[2012, 2014, 2016, 2018]",00,0.0,['00'],[2012],False,2011-04-12,False,,C,Challenger,2012-07-18,2012-07-18,2018-02-17T09:16:20,"AGBEDE, AKINYEMI",S,Senate,REP,REPUBLICAN PARTY,FL
2010,H0PA01275,False,N,"[2010, 2012, 2014, 2016, 2018]",01,1.0,['01'],[2010],False,2009-10-05,False,,C,Challenger,2009-10-05,2009-12-23,2009-10-08T21:52:55,"AGBEMBLE, BISMARK",H,House,DEM,DEMOCRATIC PARTY,PA
1980,H0KY02020,False,N,[1980],02,2.0,['02'],[1980],False,,False,,,,,,2002-03-30T00:00:00,"AGERS, REX",H,House,REP,REPUBLICAN PARTY,KY
1996,H6NY20142,False,P,"[1996, 1998, 2000, 2002]",20,20.0,['20'],[1996],False,1996-01-11,True,,C,Challenger,1996-01-11,1996-01-11,2002-04-12T00:00:00,"AGGARWAL, YASH P",H,House,DEM,DEMOCRATIC PARTY,NY
1982,H2PA17038,False,N,[1982],17,17.0,['17'],[1982],False,,False,,O,Open seat,,,2002-03-30T00:00:00,"AGLER, RICHARD",H,House,DEM,DEMOCRATIC PARTY,PA
1980,H0MO09028,False,P,"[1980, 1982, 1984]",09,9.0,['09'],[1980],False,1980-01-28,True,,,,1980-01-28,1980-01-28,2002-03-30T00:00:00,"AGLER, TERRY G",H,House,REP,REPUBLICAN PARTY,MO
2018,H8WA05185,False,P,"[2018, 2020]",05,5.0,['05'],[2018],False,2017-07-24,True,,C,Challenger,2017-07-24,2017-07-24,2019-03-27T16:02:41,"AGNEW, ERIC MR.",H,House,IND,INDEPENDENT,WA
2014,S4TN00369,False,N,"[2014, 2016, 2018]",00,0.0,['00'],[2014],False,,True,,C,Challenger,,,2018-02-17T09:16:20,"AGNEW, FRANK CHRISTIAN",S,Senate,REP,REPUBLICAN PARTY,TN
1982,H2LA06017,False,N,[1982],06,6.0,['06'],[1982],False,,False,,,,,,2002-03-30T00:00:00,"AGNEW, JAMES D",H,House,IND,INDEPENDENT,LA
2022,H2NY11165,False,P,"[2022, 2024]",11,11.0,['11'],[2022],False,2021-12-31,True,,C,Challenger,2021-12-31,2021-12-31,2023-03-09T10:16:03,"AGODA-KOUSSEMA, KOMI L.T. DR.",H,House,DEM,DEMOCRATIC PARTY,NY
2010,H0PA12165,False,N,[2010],12,12.0,['12'],[2010],False,,False,,O,Open seat,,,2010-05-19T22:35:48,"AGORIS, DEMO",H,House,LIB,LIBERTARIAN PARTY,PA
